City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,flying fish cove,-10.4217,105.6791,82.08,74,100,10.36,CX,1699935750
286,saint-joseph,-21.3667,55.6167,80.47,74,51,5.39,RE,1699935739
287,maloyaroslavets,55.0146,36.4719,36.9,96,100,12.93,RU,1699935964
288,woods creek,47.8787,-121.8985,44.8,84,7,3.02,US,1699935964
289,itoman,26.1247,127.6694,75.58,54,40,12.66,JP,1699935964
290,pico truncado,-46.7949,-67.9573,43.21,36,68,19.06,AR,1699935965
291,navan,53.6528,-6.6814,53.06,87,100,12.8,IE,1699935965
292,castillos,-34.1667,-53.8333,59.47,91,100,6.33,UY,1699935965
293,hung yen,20.65,106.0667,66.76,65,98,5.82,VN,1699935966
294,la'ie,21.6477,-157.9253,80.56,74,51,7.0,US,1699935966
295,pacific grove,36.6177,-121.9166,53.71,84,0,6.91,US,1699935966
296,soldato-aleksandrovskoye,44.2653,43.7561,46.42,85,91,3.53,RU,1699935967
297,tutoia,-2.7619,-42.2744,80.17,82,55,12.66,BR,1699935967
298,kujang-up,39.8672,126.0303,41.02,40,100,2.91,KP,1699935967
299,kisesa,-3.0833,34.15,67.08,80,69,1.83,TZ,1699935968
300,mata-utu,-13.2816,-176.1745,84.52,74,67,11.52,WF,1699935913
301,concordia,-31.393,-58.0209,62.78,91,76,7.0,AR,1699935865
302,naryshkino,52.9678,35.7268,38.17,80,76,13.44,RU,1699935969
303,aykhal,66.0,111.5,16.36,94,100,8.72,RU,1699935969
304,tralee,52.2704,-9.7026,50.77,89,100,12.19,IE,1699935783
305,eyl,7.9803,49.8164,81.43,73,19,14.0,SO,1699935970
306,road town,18.4167,-64.6167,80.69,71,4,19.1,VG,1699935970
307,al kharijah,25.4514,30.5464,69.6,55,1,9.19,EG,1699935970
308,kotido,2.9806,34.1331,69.87,77,17,9.84,UG,1699935971
309,thompson,55.7435,-97.8558,26.76,93,75,3.44,CA,1699935971
310,koya,34.2129,135.6224,52.81,58,52,4.38,JP,1699935972
311,kourou,5.1552,-52.6478,77.05,90,12,5.64,GF,1699935972
312,kingston,17.997,-76.7936,83.35,81,20,3.44,JM,1699935973
313,pangody,65.85,74.4859,4.69,97,100,9.19,RU,1699935973
314,cruzeiro do sul,-29.5128,-51.9853,71.51,93,100,1.14,BR,1699935832
315,primero de mayo,-32.2552,-58.4228,55.63,94,54,8.08,AR,1699935974
316,rockingham,42.9668,-71.0995,37.2,79,100,1.99,US,1699935741
317,ponta delgada,37.7333,-25.6667,65.12,88,20,4.0,PT,1699935975
318,bumba,2.1833,22.4667,70.14,98,100,3.11,CD,1699935975
319,olyokminsk,60.3736,120.4264,21.09,86,100,5.5,RU,1699935975
320,karratha,-20.7377,116.8463,87.22,34,5,17.18,AU,1699935976
321,enshi,30.3,109.4833,58.42,67,23,1.1,CN,1699935976
322,lata,40.1629,-8.3327,57.07,95,58,2.37,PT,1699935976
323,fale old settlement,-9.3852,-171.2468,79.61,84,100,1.63,TK,1699935977
324,christchurch,-43.5333,172.6333,75.4,38,61,18.41,NZ,1699935961
325,port macquarie,-31.4333,152.9167,75.88,66,20,14.05,AU,1699935978
326,ola,59.5833,151.2833,5.14,72,68,11.27,RU,1699935978
327,sao miguel do araguaia,-13.275,-50.1628,78.93,43,0,3.31,BR,1699935978
328,mikhnevo,55.1272,37.9522,40.71,89,100,18.01,RU,1699935979
329,dudinka,69.4058,86.1778,-12.84,95,17,3.22,RU,1699935979
330,sinabang,2.4803,96.3801,77.79,86,100,4.0,ID,1699935979
331,cambria,35.5641,-121.0808,54.75,91,55,4.0,US,1699935980
332,sikonge,-5.6333,32.7667,65.44,94,97,2.28,TZ,1699935980
333,mount gambier,-37.8333,140.7667,63.37,51,100,7.0,AU,1699935866
334,madang,-5.2246,145.7966,79.95,80,99,4.5,PG,1699935981
335,pimentel,-6.8367,-79.9342,68.29,77,0,16.11,PE,1699935981
336,shakawe,-18.3667,21.85,77.5,29,52,3.65,BW,1699935982
337,gadzhiyevo,69.2551,33.3362,15.24,98,95,3.02,RU,1699935982
338,carbonear,47.7332,-53.2148,32.61,82,29,5.23,CA,1699935982
339,weno,7.4515,151.8468,87.75,74,75,4.61,FM,1699935983
340,aleg,17.0481,-13.9209,81.86,9,44,11.41,MR,1699935983
341,poso,-1.3959,120.7524,87.75,62,91,5.61,ID,1699935984
342,el granada,37.5027,-122.4694,59.41,78,100,9.22,US,1699935984
343,touros,-5.1989,-35.4608,79.39,79,76,11.63,BR,1699935979
344,kolonia,50.9333,6.95,54.12,75,75,14.97,DE,1699935855
345,nuevo ideal,24.8875,-105.0728,54.01,85,67,3.29,MX,1699935985
346,goshen,41.5823,-85.8344,42.39,75,0,0.0,US,1699935695
347,kimbe,-5.5502,150.1429,86.92,62,100,4.32,PG,1699935800
348,kavieng,-2.5744,150.7967,84.09,66,59,3.96,PG,1699935986
349,balsas,-7.5325,-46.0356,78.66,46,0,0.74,BR,1699935986
350,barkot,30.8167,78.2,66.54,31,100,0.74,IN,1699935987
351,moroni,-11.7022,43.2551,80.42,77,48,1.57,KM,1699935697
352,zouerate,22.7187,-12.4521,72.9,19,18,10.36,MR,1699935987
353,padang,-0.9492,100.3543,84.25,84,47,3.51,ID,1699935988
354,muang phonsavan,19.45,103.2167,73.51,62,60,3.65,LA,1699935988
355,abashiri,44.0213,144.2697,39.49,56,75,10.36,JP,1699935988
356,sayat,38.7839,63.8803,46.27,35,100,6.51,TM,1699935989
357,benito juarez,19.385,-99.165,64.0,70,75,11.5,MX,1699935989
358,kayyerkan,69.3786,87.7439,-8.41,92,46,4.72,RU,1699935990
359,linhares,-19.3911,-40.0722,72.34,91,30,3.42,BR,1699935990
360,paka,4.6374,103.4368,91.33,58,40,5.75,MY,1699935991
361,inhambane,-23.865,35.3833,73.38,60,75,16.11,MZ,1699935991
362,tangalle,6.024,80.7911,80.76,89,98,9.19,LK,1699935991
363,kalach-na-donu,48.691,43.5264,44.01,92,100,1.92,RU,1699935992
364,ko pha ngan,9.7578,100.0291,83.08,73,100,11.27,TH,1699935992
365,fort st. john,56.2499,-120.8529,24.69,86,0,11.5,CA,1699935934
366,sretensk,52.2453,117.7093,22.91,61,37,3.29,RU,1699935994
367,ypsonas,34.6884,32.9574,65.25,72,75,3.44,CY,1699935994
368,jahazpur,25.6167,75.2833,73.83,36,100,5.84,IN,1699935995
369,kuala belait,4.5833,114.1833,89.76,66,93,2.15,BN,1699935995
370,coari,-4.085,-63.1414,82.9,62,98,0.96,BR,1699935996
371,aioun,16.6614,-9.6149,75.76,14,0,10.54,MR,1699935997
372,kone,-21.0595,164.8658,80.92,46,5,9.62,NC,1699935997
373,ad dabbah,18.05,30.95,77.54,38,94,9.44,SD,1699935998
374,at taj,24.2049,23.2857,61.2,37,0,8.7,LY,1699935998
375,kununurra,-15.7667,128.7333,98.58,39,59,12.66,AU,1699935770
376,palafrugell,41.9174,3.1631,59.63,66,14,5.21,ES,1699935999
377,cuxhaven,53.8718,8.6909,52.0,82,75,31.07,DE,1699935878
378,khandyga,62.6667,135.6,-10.21,96,64,2.46,RU,1699936000
379,al ghayzah,16.2079,52.176,78.57,69,100,3.42,YE,1699936001
380,constantia,44.1833,28.65,39.88,62,58,9.31,RO,1699936001
381,kloulklubed,7.0419,134.2556,84.7,78,94,11.27,PW,1699936001
382,mushie,-3.0167,16.9,71.35,98,76,0.47,CD,1699936002
383,canutama,-6.5339,-64.3831,78.85,73,50,1.34,BR,1699936002
384,kodiak,57.79,-152.4072,42.31,45,75,18.41,US,1699935815
385,puerto baquerizo moreno,-0.9,-89.6,74.77,82,96,9.42,EC,1699936003
386,roccella ionica,38.322,16.4009,65.77,77,38,12.91,IT,1699936003
387,veinticinco de mayo,-35.4323,-60.1727,51.98,74,45,1.01,AR,1699936003
388,hauterive,46.0901,3.4459,65.16,82,100,11.03,FR,1699936004
389,shurugwi,-19.6702,30.0059,57.58,85,61,8.14,ZW,1699936004
390,keflavik,64.0049,-22.5624,45.03,65,75,14.97,IS,1699936004
391,jiangkou,25.4872,119.1986,58.21,72,100,7.29,CN,1699936005
392,dese,11.1333,39.6333,52.34,83,56,2.89,ET,1699936005
393,purnia,25.7833,87.4667,78.39,45,15,3.02,IN,1699936005
394,isangel,-19.55,169.2667,82.51,57,75,10.36,VU,1699935767
395,pirallahi,40.4723,50.333,57.34,88,16,14.0,AZ,1699936006
396,asekeyevo,53.5742,52.7972,39.7,93,100,10.18,RU,1699936006
397,la mira,18.035,-102.3266,78.42,84,22,3.24,MX,1699936006
398,wenatchee,47.4235,-120.3103,45.05,63,0,5.99,US,1699935731
399,port augusta,-32.5,137.7667,82.94,30,50,16.15,AU,1699936007
400,susuman,62.7833,148.1667,-20.94,98,74,1.39,RU,1699936007
401,salalah,17.0151,54.0924,80.69,89,40,3.44,OM,1699936008
402,saint-felix-de-valois,46.1668,-73.4324,32.32,94,99,1.01,CA,1699936008
403,archangelos,36.2149,28.1149,64.38,77,0,12.44,GR,1699936008
404,khombole,14.7667,-16.7,74.21,26,45,11.83,SN,1699936009
405,bilaspur,22.0833,82.15,76.66,53,98,5.12,IN,1699936009
406,mithi,24.7318,69.7981,80.71,21,95,8.7,PK,1699936009
407,saldanha,-33.0117,17.9442,66.25,66,16,6.44,ZA,1699936010
408,souillac,-20.5167,57.5167,77.38,78,40,8.05,MU,1699936010
409,urangan,-25.3,152.9,75.52,70,0,16.15,AU,1699936010
410,lazaro cardenas,17.9583,-102.2,79.43,82,30,2.98,MX,1699936010
411,sept-iles,50.2001,-66.3821,24.8,85,75,4.61,CA,1699936011
412,farim,12.4839,-15.2217,70.47,49,98,2.26,GW,1699936011
413,genhe,50.7833,121.5167,21.65,61,69,3.65,CN,1699936011
414,malvan,16.0667,73.4667,82.71,54,97,4.5,IN,1699936012
415,sikasso,10.9167,-7.0,71.49,26,78,3.0,ML,1699936012
416,geiselhoring,48.8333,12.3833,51.62,88,100,13.29,DE,1699936012
417,moyynkum,44.2914,72.9469,41.29,57,0,18.84,KZ,1699936013
418,usogorsk,63.4106,48.6872,30.67,94,100,5.82,RU,1699936013
419,walvis bay,-22.9575,14.5053,59.95,88,0,0.0,NA,1699936013
420,nanakuli,21.3906,-158.1547,80.55,60,20,10.36,US,1699936014
421,vila velha,-20.3297,-40.2925,76.95,87,0,15.01,BR,1699936014
422,dalhousie,32.5333,75.9833,56.23,24,0,1.07,IN,1699936014
423,nuuk,64.1835,-51.7216,27.21,86,100,10.36,GL,1699936015
424,grand-lahou,5.1367,-5.0242,78.35,87,1,4.99,CI,1699936015
425,namibe,-15.1961,12.1522,72.39,67,97,4.83,AO,1699935939
426,cox's bazar,21.4532,91.9798,82.27,65,60,4.61,BD,1699936016
427,villamontes,-21.25,-63.5,68.67,92,100,2.84,BO,1699936016
428,ingeniero jacobacci,-41.3427,-69.5448,38.84,49,6,16.2,AR,1699936017
429,murovani kurylivtsi,48.7235,27.5189,37.36,75,41,7.25,UA,1699936017
430,mosjoen,65.836,13.1908,9.12,92,79,3.44,NO,1699936018
431,moyo,3.6609,31.7247,66.49,94,9,1.23,UG,1699936018
432,kerch,45.3583,36.4758,49.55,90,100,15.99,UA,1699936018
433,undurkhaan,47.3194,110.6556,12.7,77,3,3.36,MN,1699936019
434,revda,56.801,59.9303,36.66,96,100,11.23,RU,1699936019
435,locust grove,33.346,-84.1091,54.88,91,100,2.95,US,1699935978
436,sarina,-21.4333,149.2167,88.27,48,0,8.95,AU,1699936020
437,mccook,40.2019,-100.6257,51.85,47,0,10.36,US,1699936020
438,mogocha,53.7333,119.7667,23.92,43,0,2.37,RU,1699936021
439,huarmey,-10.0681,-78.1522,67.44,88,85,9.06,PE,1699936021
440,kristiansund,63.1115,7.732,32.65,64,75,4.61,NO,1699936021
441,egilsstadir,65.2653,-14.3948,37.31,93,75,3.44,IS,1699936022
442,pocito,-31.6833,-68.5833,61.32,29,0,5.39,AR,1699936022
443,yokadouma,3.5167,15.05,69.82,99,87,1.14,CM,1699936023
444,whitby,54.4877,-0.615,48.87,88,98,3.0,GB,1699936023
445,chernyshevskiy,63.0128,112.4714,16.66,94,100,7.63,RU,1699936023
446,aripuana,-9.1667,-60.6333,73.4,88,74,2.17,BR,1699936024
447,phalodi,27.1333,72.3667,74.75,29,100,9.33,IN,1699936024
448,piracanjuba,-17.3028,-49.0167,75.31,42,22,1.61,BR,1699936024
449,elverum,60.8819,11.5623,19.74,96,96,4.12,NO,1699936025
450,kuching,1.55,110.3333,93.22,62,40,4.61,MY,1699935897
451,el nido,11.1858,119.3956,83.5,75,100,19.06,PH,1699936026
452,saint-jean-de-monts,46.7833,-2.0667,59.22,82,100,16.35,FR,1699936026
453,sokoni,-6.4333,39.55,80.47,79,4,0.56,TZ,1699936027
454,bunia,1.5667,30.25,62.64,92,45,1.61,CD,1699936027
455,rudnichnyy,59.617,52.4703,38.12,92,100,11.16,RU,1699936028
456,kuta,-8.7233,115.1723,82.35,94,75,5.99,ID,1699936028
457,peniche,39.3558,-9.3811,60.46,92,52,6.89,PT,1699936028
458,dhuusamarreeb,5.535,46.3861,77.13,85,23,8.43,SO,1699936029
459,yilan,24.757,121.753,69.03,93,100,4.14,TW,1699936029
460,tofol,5.3248,163.0078,82.18,83,75,10.36,FM,1699936029
461,leer,53.2316,7.461,52.95,93,79,27.29,DE,1699936030
462,melfort,52.8667,-104.6177,35.73,69,60,17.27,CA,1699936030
463,osakarovka,50.565,72.5692,35.38,81,95,8.61,KZ,1699936031
464,leh,34.1667,77.5833,32.2,41,1,3.13,IN,1699936031
465,sumbawa besar,-8.5,117.4333,94.66,46,57,9.48,ID,1699936031
466,beidao,34.5686,105.8933,51.08,52,6,0.22,CN,1699936032
467,broken hill,-31.95,141.4333,81.84,21,67,8.9,AU,1699936007
468,port douglas,-16.4833,145.4667,79.77,56,28,10.16,AU,1699936033
469,coquimbo,-29.9533,-71.3436,56.93,82,1,4.61,CL,1699936029
470,port hedland,-20.3167,118.5667,91.45,43,0,20.71,AU,1699936033
471,antofagasta,-23.65,-70.4,61.88,73,29,6.02,CL,1699936034
472,kuanda,56.3161,116.0806,14.0,68,62,1.28,RU,1699936034
473,vilyuysk,63.7553,121.6247,12.18,94,100,5.35,RU,1699936035
474,safotu,-13.4513,-172.4018,84.15,80,80,7.23,WS,1699936035
475,doka,13.5167,35.7667,76.91,50,2,8.79,SD,1699936035
476,beloyarskiy,63.7119,66.6722,19.99,91,100,10.0,RU,1699936036
477,concepcion de la sierra,-27.9831,-55.5203,69.64,99,100,5.57,AR,1699936037
478,kodinsk,58.6881,99.1844,33.44,94,100,11.18,RU,1699936001
479,cunen,15.3375,-91.0269,65.8,99,77,2.26,GT,1699936038
480,howard springs,-12.497,131.047,91.87,59,44,9.57,AU,1699936038
481,dwarka,22.2394,68.9678,81.82,38,26,13.96,IN,1699936039
482,pudozh,61.8099,36.5345,29.95,93,100,7.0,RU,1699936039
483,celestun,20.8667,-90.4,77.7,88,69,11.99,MX,1699936035
484,kupang,-10.1667,123.5833,86.58,84,75,6.91,ID,1699936040
485,bel ombre,-4.6167,55.4167,85.84,74,40,11.5,SC,1699936025
486,kotri,25.366,68.3122,77.58,21,98,7.16,PK,1699936040
487,mount pearl,47.5166,-52.7813,31.32,82,100,4.61,CA,1699936031
488,carloforte,39.145,8.3058,66.13,87,37,5.86,IT,1699936041
489,labuan,5.2767,115.2417,89.96,66,20,2.3,MY,1699936042
490,korla,41.7597,86.1469,44.17,25,35,9.24,CN,1699936042
491,howrah,22.5892,88.3103,78.8,69,20,4.61,IN,1699936042
492,lupane,-18.9315,27.807,69.94,56,14,9.28,ZW,1699936043
493,as suki,13.3167,33.8833,82.47,39,0,6.8,SD,1699936043
494,malango,-2.9627,119.9001,87.8,39,12,3.91,ID,1699936034
495,garachico,28.7781,-17.7646,74.48,83,0,9.22,ES,1699936044
496,mirnyy,62.5353,113.9611,19.24,92,99,7.0,RU,1699936044
497,novyy urengoy,66.0833,76.6333,2.89,97,40,8.16,RU,1699936045
498,piti village,13.4626,144.6933,88.68,73,20,21.85,GU,1699936032
499,barakani,-12.1356,44.4317,80.56,77,57,4.45,KM,1699936046
500,taitung city,22.7583,121.1444,77.27,61,75,3.44,TW,1699936046
501,basco,20.4487,121.9702,78.12,70,63,22.84,PH,1699936046
502,anna regina,7.2644,-58.5077,79.92,84,7,8.97,GY,1699936047
503,caribou,46.8606,-68.012,27.03,77,100,0.0,US,1699936047
504,benguela,-12.5763,13.4055,77.72,84,100,2.89,AO,1699936047
505,takaungu,-3.6837,39.8566,79.29,86,9,4.54,KE,1699936048
506,emerald,-23.5333,148.1667,96.35,24,0,7.25,AU,1699936049
507,lulea,65.5842,22.1547,6.87,92,100,10.36,SE,1699936049
508,rocha,-34.4833,-54.3333,58.12,85,100,4.79,UY,1699935806
509,yeed,4.55,43.0333,77.29,80,26,5.08,SO,1699936049
510,brookings,44.3114,-96.7984,52.38,43,0,13.8,US,1699936050
511,baganga,7.5739,126.56,87.26,62,27,7.87,PH,1699936050
512,jalapa,19.5333,-96.9167,59.32,91,76,3.18,MX,1699936051
513,codrington,-38.2667,141.9667,60.53,61,100,10.16,AU,1699936051
514,parempuyre,44.9504,-0.6045,63.03,94,100,8.05,FR,1699936051
515,sharlyk,52.9167,54.75,40.57,85,100,12.28,RU,1699936052
516,laguna,38.421,-121.4238,58.32,78,0,4.61,US,1699936044
517,puerto santander,8.3636,-72.4063,87.21,97,100,1.88,CO,1699936052
518,colonia,50.9333,6.95,54.12,75,75,14.97,DE,1699936053
519,pandan,14.0453,124.1694,81.66,86,91,16.51,PH,1699935992
520,lorengau,-2.0226,147.2712,82.89,77,97,6.71,PG,1699936054
521,jiazi,22.8779,116.067,69.84,65,88,9.78,CN,1699936054
522,dobryanka,58.4619,56.4165,38.7,97,100,11.77,RU,1699936055
523,alofi,-19.0595,-169.9187,76.89,22,100,8.05,NU,1699936055
524,annau,37.8876,58.516,49.5,71,99,4.61,TM,1699936055
525,pathein,16.7833,94.7333,85.01,71,97,10.36,MM,1699936056
526,san andres,12.5847,-81.7006,78.82,94,20,4.61,CO,1699936056
527,daru,-9.0763,143.2092,83.43,62,30,10.51,PG,1699936057
528,nova sintra,14.8667,-24.7167,74.8,72,100,12.46,CV,1699936057
529,antsiranana,-12.2787,49.2917,83.16,69,40,9.22,MG,1699936057
530,kutum,14.2,24.6667,71.69,37,35,9.75,SD,1699936058
531,al qadarif,14.0349,35.3834,78.51,51,0,8.57,SD,1699936058
532,zhezqazghan,47.7833,67.7667,32.58,93,20,13.42,KZ,1699936059
533,illizi,26.4833,8.4667,58.8,39,1,6.62,DZ,1699936059
534,nuzvid,16.7833,80.85,81.45,59,68,9.6,IN,1699936059
535,khvoynaya,58.9,34.5333,33.08,97,100,6.33,RU,1699936060
536,whangarei,-35.7317,174.3239,58.32,85,99,4.76,NZ,1699936061
537,katsuura,35.1333,140.3,58.19,44,16,4.68,JP,1699936061
538,kalmunai,7.4167,81.8167,82.24,77,62,3.71,LK,1699936062
539,laojunmiao,39.8333,97.7333,33.64,33,92,9.82,CN,1699936062
540,mombasa,-4.0547,39.6636,79.21,89,20,3.44,KE,1699936062
541,aasiaat,68.7098,-52.8699,11.89,82,100,2.89,GL,1699935928
542,ukmerge,55.25,24.75,37.24,82,100,4.54,LT,1699936063
543,tual,-5.6667,132.75,82.18,73,48,7.25,ID,1699936063
544,xichang,27.8964,102.2634,64.17,61,23,2.86,CN,1699936063
545,papao,-17.75,-149.55,82.08,94,96,17.92,PF,1699936064
546,dzhalagash,45.0833,64.6667,39.29,68,81,11.5,KZ,1699936064
547,tazovsky,67.4667,78.7,-0.44,98,54,7.72,RU,1699936041
548,fisterra,42.9049,-9.2629,65.75,94,100,28.68,ES,1699936065
549,bikenibeu village,1.3673,173.1241,80.56,94,75,23.02,KI,1699936065
550,pahrump,36.2083,-115.9839,58.95,30,40,1.99,US,1699935899
551,zahedan,29.4963,60.8629,53.51,43,0,4.61,IR,1699936067
552,tucumcari,35.1717,-103.725,44.44,81,0,5.75,US,1699936067
553,southbridge,42.0751,-72.0334,34.39,97,98,1.99,US,1699936068
554,loen,7.7601,168.2307,81.34,83,100,10.11,MH,1699936068
555,awjilah,29.1081,21.2869,63.88,89,0,8.48,LY,1699936068
556,saudarkrokur,65.7461,-19.6394,29.16,83,11,9.55,IS,1699936069
557,tromso,69.6496,18.957,17.62,86,0,2.3,NO,1699936069
558,mahajanga,-15.7167,46.3167,84.22,65,20,3.44,MG,1699936069
559,lincoln city,44.9582,-124.0179,49.69,85,100,1.99,US,1699936070
560,vila franca do campo,37.7167,-25.4333,64.81,99,81,5.82,PT,1699936033
561,cherdakly,54.3594,48.845,48.65,93,0,6.71,RU,1699936070
562,tongliao,43.6125,122.2653,35.4,70,2,6.96,CN,1699936071
563,laem sing,12.4816,102.0738,91.74,75,78,13.82,TH,1699936071
564,port alfred,-33.5906,26.891,57.18,94,79,12.46,ZA,1699936060
565,maridi,4.9158,29.4742,67.46,95,49,3.69,SS,1699936071
566,shuangjiang,26.1547,109.7138,46.78,87,97,2.71,CN,1699936072
567,lepsy,46.235,78.9456,40.06,62,5,6.42,KZ,1699936072
568,choma,-16.8065,26.9531,68.79,50,59,7.43,ZM,1699936072
569,soto la marina,23.7667,-98.2167,64.76,86,100,10.69,MX,1699936073
570,linda,39.1277,-121.5508,59.61,78,0,3.44,US,1699936073
571,kura,11.7697,8.4303,70.45,21,99,6.51,NG,1699936073
572,broome,42.2506,-75.833,38.8,82,16,1.01,US,1699936041
